,MGG (1),MGG (2),MGG (3),Raabe,Searle,Eckhardt-Müller,Werktitel (MGG),Titel des Werks ,Populartitel,Vertonung,Fassung,Version,Titel des untergeordneten Werks,Abteilungen / Akte / Abschnitte,Sammlung 1,Sammlung 2,Tonart,Taktart,Tempoangabe,Besetzung,Text-Incipits,Widmung an,Widmung diplomatisch,Kommentar zur Widmung,Musikalische Vorlage,Komponist,Textvorlage,Textdichter,Vorlage Kunstwerk,Künstler,Lokalitätsbezug,Kompositionszeitraum,"Entstehung und Herausgabe
(Fließtext)",Erstausgabe,Link Notentext EA,Anthologie,Folgeausgaben,UA,Weitere Aufführungen,Konzertberichte,Werkrezensionen,"Verweis auf andere ""Werke""",Briefstellen,Literatur (1),Seite (1),Literatur (2),Seite (2),Literatur (3),Seite (3),Literatur (4),Seite (4),Literatur (5),Seite(5),Neuausgaben,Bearbeiter,Kommentare Bearbeiter,Autographe Entwürfe (1),Link,Kommentar,Autographe Entwürfe (2),Link,Kommentar,Autographe Entwürfe (3),Kommentar,Autograph(e Stichvorlage) (1),Link ,Kommentar,Autograph(e Stichvorlage) (2),Link,Kommentar,Autograph(e Stichvorlage) (3),Link,Kommentar,Autographe Abschrift (1),Link,Kommentar,Autographe Abschrift (2),Link,Kommentar,Autographe Abschrift (3),Kommentar,Autographe Abschrift (4),Kommentar,Drucke mit Eintragungen von Liszts Hand (1),Link,Kommentar,Drucke mit Eintragungen von Liszts Hand (2),Link,Kommentar,"Auktionen, Katalog",Link,Kommentar
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,407/1-2,676,E10,Chor der jüngeren Pilger (Der Gnade Heil) [Wagner: Tannhäuser],Chor der jüngeren Pilger (Der Gnade Heil) [Wagner: Tannhäuser],,,,,,,,,,,,Org/Harm/Pedalflügel,,,,,,,,,,,,,,,,,-,,,,,A210,,,,,,,,,,,,,DTie,,,,,,,,,,S-Smf MMS 854/5,,alte Signatur?: S-Smf L 12 Ms 1581,,,,,,,D-WRgs GSA 60/Y 3,,Schrift: Gottschlag und Liszts Handschrift ,,,,,,,,,,,,,,,,
,C. Instrumentalmusik,"VIII. Werke für Orgel, Harmonium oder Pedalflügel (wenn nicht anders angegeben)",,411b,667,E23,Offertorium aus der Ungarischen Krönungsmesse,Offertorium aus der Ungarischen Krönungsmesse,,,,,,,,,,,,Org/Harm/Pedalflügel,,,,Arr. von I9,,,,,,,,,,"Hbg. 1873†, Schuberth",,,,,,,,"A238, B31, D10, F3, H14",,,,,,,,,,,,EMB iii; UE iv,DTie,,,,,,,,,,D-WRgs GSA 60/Y 15,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,37,215,Q21,Petite valse (Nachspiel zu den 3 vergessenen Walzern),Petite valse (Nachspiel zu den 3 vergessenen Walzern),,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,A311,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,98,694,Q8,Fantaisie sur des thèmes anglais (God Save the Queen),Fantaisie sur des thèmes anglais (God Save the Queen),,,,,,,,,,,,Kl/Orch,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,662,693,Q12,"Zwei Klavierstücke ungarischen Characters / Deux pièces en style hongrois: Nr.1, d; Nr.2, b",Zwei Klavierstücke ungarischen Characters / Deux pièces en style hongrois,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,LSP iii† Nr.1,DTie,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/I 82,,zeitgenössische Schrift und Handschrift Bela Bartok ,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,,,,,,,,,,Nr. 1,,,,d-Moll,2/4,,Kl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,,,,,,,,,,Nr. 2,,,,b-Moll,2/4,,Kl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,663,695,Q10,"Klavierstück, F",Klavierstück,,,,,,,,,F-Dur,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,665,700,Q7,Carnaval de Venise,Carnaval de Venise,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,D-WRgs GSA 60/I 56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,666,698,Q19,"La mandragore, Ballade","La mandragore, Ballade",,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,"UA: Budapest, 17.03.1881",,,,,,,,,,,,,,,,,DTie,,,,,,,,,,D-WRgs GSA 60/U 75,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,667,690,Q1,Symphonie révolutionnaire,Symphonie révolutionnaire,,,,,,,,,,,,Orch,,,,"Das Werk sollte aus folgenden Sätzen bestehen: 1 Héroïde funèbre, 2 Tristis est anima mea, 3 Rákóczi et Dombrowski, 4 Marseillaise, 5 Psaume ii.",,,,,,,,,,,,,-,,,,,Q17,,Bonner 1986,100,Kaczmarczyk 1993,361–369,Kaczmarczyk 2000,375–388,,,,,,DTie,,D-WRgs GSA 60/A 21,,,D-WRgs GSA 60/N 8,,,D-WRgs GSA 60/N 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,670,687,Q13,"Sardanapale (Oper, Rotondi, nach Byron)","Sardanapale (Oper, Rotondi, nach Byron)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,Hamilton 1996,48–58,,,,,,,,,,DTie,,D-WRgs GSA 60/N4 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,671,688,Q17,Die Legende vom heiligen Stanislaus (Oratorium) (P. Cornelius u.a. nach L. Siemienski),Die Legende vom heiligen Stanislaus (Oratorium) (P. Cornelius u.a. nach L. Siemienski),,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,"A225, A302, B28, J45, J51",,Auman 1991,27,,,,,,,,,,DTie,,US-Wc Rosenthal Collection ,,,D-WRgs GSA 60/B 3l ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,672,689,Q14,"Singe, wem Gesang gegeben (L. Uhland, Freie Kunst)","Singe, wem Gesang gegeben (L. Uhland, Freie Kunst)",,,,,,,,,,,,"MCh, Orch; orchestriert von Conradi/Liszt",,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/B 20 ,,Schrift Conradi; in einer Sammlung mit weiteren Vokalwerken von Liszt ,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,674,692a,Q18,Die vier Jahreszeiten,Die vier Jahreszeiten,,,,,,,,,,,,StrQu.,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,-,-,Q2,Allegro di bravura,Allegro di bravura,,,,,,,,,,,,Orch,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,D-WRgs GSA 60/I 78b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,-,125a,Q6,Concerto,Concerto,,,,,,,,,,,,Kl/Orch,,,,"Die Komposition verwendet Themen aus A3, A6, A7.",,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,"EMB, 1989†",DTie,,,,,,,,,,,,"RUS-SPsc könnte Concert f-moll von Avholf Henselt (“Motiv des wunderbaren Largetto in A.Henselt’s Concert”). Franz Liszt's autograph. 1883. Weimar.
(Signatur: Fund 437. Franz List, No. 4) sein ",,,"D-Ngm: online nicht nachweisbar, keine Antwort erhalten (Stand 15.05.17)",,,,D-WRgs GSA 60/H 3,,Schrift: Gaetano Belloni und Liszt; zusammen mit Abschriften des 1. Klavierkonzertes ,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,-,153a,Q3,Grand solo caractéristique à propos d'une chansonette de Panséron,,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,Private Sammlung (Howard / Short 2004 S. 27) ,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,-,-,Q20,Klavierkonzert Nr. 3,Klavierkonzert Nr. 3,,,,,,,,,,,,"Kl, Orch",,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,-,-,Q4,"La belle en robe des Dimanches, Lied","La belle en robe des Dimanches, Lied",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,Gut 1981,59,,,,,,,,,,DTie,,,,,,,,,,,,Fragment liegt in Rom ? Vgl. Gut 1981 S. 59,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,-,-,Q9,Manfred,Manfred,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,126–127,Altenburg 1997,37–38,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,-,701b,Q5,"Marie, poème","Marie, poème",,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,Private Sammlung (Howard / Short 2004 S. 119) ,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,-,12a,Q15,Psalm 2 (Quare fremuerunt gentes et populi),Psalm 2 (Quare fremuerunt gentes et populi),,,,,,,,,,,,"T, GCh, Orch",,,,,,,,,,,,,,,,,-,,,,,Q1,,Kaczmarczyk 1993,364–365,Marketplace 2001a,65,,,,,,,,DTie,,,,Versteigerrung einer autographen Skizze bei Sotherby;s am 25.5. 2001 (Vgl. Maketplace 2001a S. 65),,,,,,D-WRgs GSA 60/B 6 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,-,738,"Q11a, b",Spanische Volksliedbearbeitungen: 2 Versionen,Spanische Volksliedbearbeitungen,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,"A114, A195",,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,,,,,,,,Version 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,I. Unvollständige Werke,,,,,,,,,Version 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,II. Nicht identifizierte Fragmente,,-,-,R4,Opern-Paraphrase,Opern-Paraphrase,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,II. Nicht identifizierte Fragmente,,-,-,R3,"Albumblatt, As",Albumblatt,,,,,,,,,As-Dur,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,II. Nicht identifizierte Fragmente,,-,-,R1,Scherzo,Scherzo,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,II. Nicht identifizierte Fragmente,,-,-,R2,Variazione II,Variazione II,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,88,252,S26,Rondeau fantastique sur un thème espagnol (El contrabandista),Rondeau fantastique sur un thème espagnol (El contrabandista),,,,,,,,,,,,"Kl, Orch",,,,,,,,,,,,,,,,,-,,,,,A34,,Schnapp 1942,121,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,129,390,S27,Réminiscences des Puritains de Bellini,Réminiscences des Puritains de Bellini,,,,,,,,,,,,"Kl, Orch",,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,123,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,475,133,S61,Die Wiege,Die Wiege,,,,,,,,,,,,4 Vl,,,,,,,,,,,,,,,,,-,"UA: Rom, 22.10.1881",,,,"A303, A310, B55, G38",,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,491,42019,S53,Psalm 23,Psalm 23,,,,,,,,,,,,"Chor, Orch",,,,,,,,,,,,,,,,,-,,,,,"J10, K1",,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,669,692,S49,Violinkonzert für Reményi,Violinkonzert für Reményi,,,,,,,,,,,,"Vl, Orch",,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,765,S45,"[Muttergottes-Sträusslein zum Mai-Monate, Nr. 3], Die Glöckchen (J. Müller)","[Muttergottes-Sträusslein zum Mai-Monate, Nr. 3], Die Glöckchen (J. Müller)",,,,,,,,,,,,"1 Solo-St., Kl",,,,Das Werk war intendiert als Nr. 3 von N54.,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,762,S46,"Air de Chateaubriand, Lied","Air de Chateaubriand, Lied",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,753,S42,Alfonso und Estrella [Schubert],Alfonso und Estrella [Schubert],,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,D-WRgs GSA 60/U 78 ,,Klavierauszug des 2. Aktes; Schrift: Reissmann,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,720,S18,"Allegro moderato, E",Allegro moderato,,,,,,,,,E-Dur,,,"Vl, Kl",,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,118,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S58,Ave maris stella,Ave maris stella,,,,,,,,,,,,Hf,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,754b,S20,Ballade,Ballade,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S44,Cantique d'amour,Cantique d'amour,,,,,,,,,,,,Hrf,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S12,"Charles Mayer Coda pour l'étude Nr.3, As","Charles Mayer Coda pour l'étude Nr.3, As",,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,116–117,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,761,S51,"Chopin's Marche funèbre, op.35","Chopin's Marche funèbre, op.35",,,,,,,,,,,,"Org, Vlc, Kl",,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,713,S9,Concerto,Concerto,,,,,,,,,,,,"Kl, Orch",,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,739,S38,"Coriolan-Ouvertüre [Beethoven, op. 62]","Coriolan-Ouvertüre [Beethoven, op. 62]",,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,711,S62,Csárdas macabre,Csárdas macabre,,,,,,,,,,,,Orch,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,768,S60,"Der ewige Jude (C.F.D. Schubart), Melodram","Der ewige Jude (C.F.D. Schubart), Melodram",,,,,,,,,,,,"Kl, Orch",,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S15,"Der Fall von Paris, Militär-Gesang mit Variationen","Der Fall von Paris, Militär-Gesang mit Variationen",,,,,,,,,,,,"Fl, Kl",,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,758,S40,"Die Orgel, Sinf. Dichtung nach J.G. Herder","Die Orgel, Sinf. Dichtung nach J.G. Herder",,,,,,,,,,,,Org,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,748,S35,"Die Zauberflöte, Ouverture [Mozart]","Die Zauberflöte, Ouverture [Mozart]",,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S25,Divertissement sur la cavatine de Pacini 'I tuoi frequenti palpiti',Divertissement sur la cavatine de Pacini 'I tuoi frequenti palpiti',,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,121,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S14,Duett aus Rossini's Semiramide,Duett aus Rossini's Semiramide,,,,,,,,,,,,"Vl, Kl",,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,740,S39,"Egmont-Ouvertüre [Beethoven, op. 84]","Egmont-Ouvertüre [Beethoven, op. 84]",,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S29,Euryanthe-Fantaisie [Weber],Euryanthe-Fantaisie [Weber],,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,124,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,724,S4,Fantasia,Fantasia,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,114,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S16,Fantasia,Fantasia,,,,,,,,,,,,"Vl, Kl",,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,743a,S31,Fantasia on themes from Halévy's Guitarero,Fantasia on themes from Halévy's Guitarero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,"UA: Kassel, 19.09.1841",,,,,,Schnapp 1942,125,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S13,Fantasia über Rule Britannia,Fantasia über Rule Britannia,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,752,S43,"Gelb rollt [Rubinstein, op. 34/9]","Gelb rollt [Rubinstein, op. 34/9]",,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S30,Große Fantasie über 'God Save the Queen' und 'Rule Britannia',Große Fantasie über 'God Save the Queen' und 'Rule Britannia',,,,,,,,,,,,"Kl, Kl 4hdg",,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,124,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S21,Introduction und Walzer,Introduction und Walzer,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,713,S8,Klavierkonzert,Klavierkonzert,,,,,,,,,,,,"Kl, Orch",,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,115–116,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,715,S19,Klavierkonzert im italienischen Stil,Klavierkonzert im italienischen Stil,,,,,,,,,,,,"Kl, Orch",,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,764,S48,"Kränze pour chant, Lied","Kränze pour chant, Lied",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,741,S37,"La carnaval romain, Ouvertüre [Berlioz]","La carnaval romain, Ouvertüre [Berlioz]",,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,765a,S32,"L'aube naît (V. Hugo), Lied","L'aube naît (V. Hugo), Lied",,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,125–126,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,757,S57,Le triomphe funèbre du Tasse,Le triomphe funèbre du Tasse,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,,,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S2,Lieder,Lieder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,114,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S28,Marche hongroise,Marche hongroise,,,,,,,,,,,,"Kl, Orch",,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,123–124,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,-,S24,Méthode de piano pour le Conservatoire de Genéve,Méthode de piano pour le Conservatoire de Genéve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,Schnapp 1942,120,,,,,,,,,,DTie,"Dies ist aber doch eine Klavierschule, oder?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,D. Fragmente und verschollene Werke,III. Verschollene Werke,,-,744,S36,Paraphrase über den 4. Akt von Kullak's Dom Sébastien,Paraphrase über den 4. Akt von Kullak's Dom Sébastien,,,,,,,,,,,,Kl,,,,,,,,,,,,,,,,,-,"UA: Wien, 22.03.1846",,,,,,,,,,,,,,,,,DTie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
